group;id;chrom;nSNP;from;to;lengthBps
Jacobs;H46;24;61;5485098;8842899;3357801
Jacobs;H46;24;49;17996334;22222030;4225696
Jacobs;H46;24;20;33313461;34176391;862930
Jacobs;H46;24;15;39300789;40256403;955614
Navajo-Churro;H52;2;23;50949347;52327990;1378643
Navajo-Churro;H52;2;17;80304321;80942245;637924
Navajo-Churro;H52;2;23;113664053;115525483;1861430
Navajo-Churro;H52;2;16;132526868;133133629;606761
Navajo-Churro;H52;2;16;218592494;219933911;1341417
Navajo-Churro;H52;10;15;11027862;11853718;825856
Navajo-Churro;H52;10;21;29502667;30490110;987443
Navajo-Churro;H52;10;18;32465060;33582901;1117841
Navajo-Churro;H58;2;17;110228019;111172962;944943
Navajo-Churro;H58;10;47;25827394;28438915;2611521
Navajo-Churro;H58;10;33;28502457;30129111;1626654
Navajo-Churro;H29;2;38;11728531;13794213;2065682
Navajo-Churro;H29;2;18;33837135;34792034;954899
Navajo-Churro;H29;2;20;63770877;64622544;851667
Navajo-Churro;H29;2;20;67534697;68553052;1018355
Navajo-Churro;H29;2;24;86669812;87879884;1210072
Navajo-Churro;H29;2;35;107745785;109487038;1741253
Navajo-Churro;H29;2;19;116465257;117413762;948505
Navajo-Churro;H29;2;55;187836750;190978310;3141560
Navajo-Churro;H29;10;16;33986642;34667432;680790
Navajo-Churro;H29;10;16;77276861;78182508;905647
Navajo-Churro;H29;24;107;21629724;29910952;8281228
Jacobs;H35;2;16;10266961;10887825;620864
Jacobs;H35;2;18;39411236;40350901;939665
Jacobs;H35;2;33;42499181;44430836;1931655
Jacobs;H35;2;152;49169218;57182355;8013137
Jacobs;H35;2;78;70946621;75644823;4698202
Jacobs;H35;2;38;84069275;86380895;2311620
Jacobs;H35;2;29;91143985;92891269;1747284
Jacobs;H35;2;18;112551575;114279784;1728209
Jacobs;H35;2;66;122001925;125776688;3774763
Jacobs;H35;2;71;136336816;140273577;3936761
Jacobs;H35;2;45;141299872;143864562;2564690
Jacobs;H35;2;32;145745763;147821995;2076232
Jacobs;H35;2;21;159437585;160694589;1257004
Jacobs;H35;2;192;207575434;220852308;13276874
Jacobs;H35;2;17;227127050;228074336;947286
Jacobs;H35;2;72;228485892;232485668;3999776
Jacobs;H35;2;260;232554453;247635266;15080813
Jacobs;H35;10;40;1413129;4354367;2941238
Jacobs;H35;10;39;4428848;7016861;2588013
Jacobs;H35;10;86;7208458;12770970;5562512
Jacobs;H35;10;16;13056079;13855191;799112
Jacobs;H35;10;39;14573661;16744641;2170980
Jacobs;H35;10;15;20482744;21309973;827229
Jacobs;H35;10;28;36883392;39457465;2574073
Jacobs;H35;10;17;46618259;47385192;766933
Jacobs;H35;10;72;50699349;54398140;3698791
Jacobs;H35;10;74;66062576;70187303;4124727
Jacobs;H35;10;53;71426400;74592356;3165956
Jacobs;H35;10;32;74752408;76428043;1675635
Jacobs;H35;10;28;76572836;77939102;1366266
Jacobs;H35;10;79;82225985;86415081;4189096
Jacobs;H35;24;48;96467;4116377;4019910
Jacobs;H35;24;25;7564606;8842899;1278293
Jacobs;H35;24;18;30412150;31568788;1156638
Navajo-Churro;H41;2;30;12636461;14159758;1523297
Navajo-Churro;H41;2;323;66226023;84640849;18414826
Navajo-Churro;H41;2;96;92631842;98270309;5638467
Navajo-Churro;H41;2;198;98483096;109731343;11248247
Navajo-Churro;H41;2;42;109829764;113916007;4086243
Navajo-Churro;H41;2;58;114224745;117573048;3348303
Navajo-Churro;H41;2;224;139597601;152203740;12606139
Navajo-Churro;H41;2;338;167955730;188979493;21023763
Navajo-Churro;H41;2;15;209901734;210708881;807147
Navajo-Churro;H41;2;21;236027912;237315458;1287546
Navajo-Churro;H41;10;29;4405111;6254810;1849699
Navajo-Churro;H41;10;22;38089234;39816919;1727685
Navajo-Churro;H41;10;30;42049970;44519802;2469832
Navajo-Churro;H41;24;95;962868;7615311;6652443
Navajo-Churro;H41;24;19;20442734;21878624;1435890
Jacobs;H47;2;79;6092514;10537097;4444583
Jacobs;H47;2;437;34792034;60044110;25252076
Jacobs;H47;2;265;60131740;75042274;14910534
Jacobs;H47;2;16;109766460;110765081;998621
Jacobs;H47;2;159;118099428;126734704;8635276
Jacobs;H47;2;111;206510663;212749665;6239002
Jacobs;H47;2;22;213790888;215641893;1851005
Jacobs;H47;10;95;12231314;17609318;5378004
Jacobs;H47;10;16;18930071;19700851;770780
Jacobs;H47;10;171;21517842;30618253;9100411
Jacobs;H47;10;37;30674002;32637918;1963916
Jacobs;H47;10;18;36448017;37738237;1290220
Jacobs;H47;10;20;38727795;40071898;1344103
Jacobs;H47;10;28;53666062;55377753;1711691
Jacobs;H47;10;62;57335879;61065661;3729782
Jacobs;H47;10;61;74131332;77142109;3010777
Jacobs;H47;24;17;96467;1377045;1280578
Jacobs;H47;24;17;7483090;8339627;856537
Jacobs;H47;24;24;8842899;10709974;1867075
Jacobs;H47;24;88;13558686;19741398;6182712
Navajo-Churro;H53;2;18;4008763;4739830;731067
Navajo-Churro;H53;2;18;6587778;7413337;825559
Navajo-Churro;H53;2;135;121455578;128762227;7306649
Navajo-Churro;H53;2;23;131596312;132526868;930556
Navajo-Churro;H53;2;19;144227691;145234800;1007109
Navajo-Churro;H53;2;16;148953266;149546970;593704
Navajo-Churro;H53;2;20;193596846;194853812;1256966
Navajo-Churro;H53;2;17;200160117;201345538;1185421
Navajo-Churro;H53;2;18;212793217;213756591;963374
Navajo-Churro;H53;2;86;231834142;236285593;4451451
Navajo-Churro;H53;2;20;238041313;239031909;990596
Navajo-Churro;H53;10;26;42242344;44519802;2277458
Navajo-Churro;H53;10;16;69208998;69913567;704569
Navajo-Churro;H53;10;15;74187529;74893559;706030
Navajo-Churro;H53;24;107;6647168;14275553;7628385
Navajo-Churro;H53;24;23;24989534;26759068;1769534
Jacobs;H59;2;88;158066;5039528;4881462
Jacobs;H59;2;119;16487040;22664271;6177231
Jacobs;H59;2;21;114411448;115743360;1331912
Jacobs;H59;2;15;116108127;117115355;1007228
Jacobs;H59;2;19;121590788;123048197;1457409
Jacobs;H59;2;38;131916165;133577022;1660857
Jacobs;H59;2;77;133655932;138159566;4503634
Jacobs;H59;2;23;152529090;154052685;1523595
Jacobs;H59;2;15;163564272;164349110;784838
Jacobs;H59;2;15;175790038;177011834;1221796
Jacobs;H59;2;45;182286302;184673171;2386869
Jacobs;H59;10;15;10155086;10839165;684079
Jacobs;H59;10;16;20482744;21363789;881045
Jacobs;H59;10;35;36883392;39942731;3059339
Jacobs;H59;10;23;52768972;54375509;1606537
Jacobs;H59;10;16;54459673;55377753;918080
Jacobs;H59;10;64;57261965;61065661;3803696
Jacobs;H59;10;35;68339290;70187303;1848013
Jacobs;H59;10;130;71426400;78641554;7215154
Jacobs;H59;10;74;80545891;84137492;3591601
Jacobs;H59;24;30;22222030;24493823;2271793
Navajo-Churro;H30;2;15;52924011;53725483;801472
Navajo-Churro;H30;2;205;86333486;98682513;12349027
Navajo-Churro;H30;2;339;98817919;120426576;21608657
Navajo-Churro;H30;2;16;218592494;219933911;1341417
Navajo-Churro;H30;2;15;240647987;241506698;858711
Navajo-Churro;H30;10;24;35629123;36950734;1321611
Navajo-Churro;H30;10;17;68271380;69208998;937618
Navajo-Churro;H30;24;16;26068027;27620251;1552224
Navajo-Churro;H42;2;17;30173541;31018254;844713
Navajo-Churro;H42;2;60;67927937;71490850;3562913
Navajo-Churro;H42;2;18;183793517;184813524;1020007
Navajo-Churro;H42;2;193;220702849;230748446;10045597
Jacobs;H48;2;15;5940814;6740866;800052
Jacobs;H48;2;75;10782174;14827510;4045336
Jacobs;H48;2;68;67597692;71671999;4074307
Jacobs;H48;2;145;92213984;100951258;8737274
Jacobs;H48;2;17;122060498;123432784;1372286
Jacobs;H48;2;29;139520902;140897169;1376267
Jacobs;H48;2;31;142593638;144457580;1863942
Jacobs;H48;2;16;172745053;173584797;839744
Jacobs;H48;2;39;176369323;178764936;2395613
Jacobs;H48;2;111;193176635;199777656;6601021
Jacobs;H48;2;18;211611196;212749665;1138469
Jacobs;H48;2;23;231170715;232414241;1243526
Jacobs;H48;10;26;21584008;22955949;1371941
Jacobs;H48;10;103;25190096;30618253;5428157
Jacobs;H48;10;36;36847123;39942731;3095608
Jacobs;H48;10;20;51626765;52388827;762062
Jacobs;H48;10;17;67609179;68743197;1134018
Jacobs;H48;10;41;75314642;77276861;1962219
Jacobs;H48;24;38;10176168;13558686;3382518
Jacobs;H48;24;78;15510478;21629724;6119246
Jacobs;H48;24;23;28037384;29475441;1438057
Jacobs;H54;2;28;10782174;12330936;1548762
Jacobs;H54;2;15;25850068;26807018;956950
Jacobs;H54;2;35;39240476;41530444;2289968
Jacobs;H54;2;24;74785937;76075819;1289882
Jacobs;H54;2;26;90945684;92132718;1187034
Jacobs;H54;2;20;107171359;107911874;740515
Jacobs;H54;2;16;108309773;108954373;644600
Jacobs;H54;2;19;121796989;123432784;1635795
Jacobs;H54;2;37;126734704;128762227;2027523
Jacobs;H54;2;30;142709866;144532167;1822301
Jacobs;H54;2;25;153765602;155158608;1393006
Jacobs;H54;2;256;186306661;201153924;14847263
Jacobs;H54;2;58;214020092;219694019;5673927
Jacobs;H54;2;17;227127050;228074336;947286
Jacobs;H54;10;20;2277631;3333520;1055889
Jacobs;H54;10;42;16378011;18737350;2359339
Jacobs;H54;10;17;19096234;20012837;916603
Jacobs;H54;10;38;36883392;40071898;3188506
Jacobs;H54;10;116;40771431;48243886;7472455
Jacobs;H54;10;70;74131332;77753126;3621794
Jacobs;H54;24;19;4936555;6001198;1064643
Jacobs;H54;24;133;13231049;23418622;10187573
Jacobs;H54;24;185;26493858;39711452;13217594
Navajo-Churro;H60;2;55;53837176;56521561;2684385
Navajo-Churro;H60;2;67;77547185;80811295;3264110
Navajo-Churro;H60;2;779;84580673;131210129;46629456
Navajo-Churro;H60;2;22;171889296;172917684;1028388
Navajo-Churro;H60;2;22;197468568;198563117;1094549
Navajo-Churro;H60;2;191;230823473;241649475;10826002
Navajo-Churro;H60;10;15;2439198;3275097;835899
Navajo-Churro;H60;10;36;14237125;16338178;2101053
Navajo-Churro;H60;10;20;35885222;36883392;998170
Navajo-Churro;H60;10;26;43417893;44929212;1511319
Navajo-Churro;H60;10;16;71470411;72848051;1377640
Navajo-Churro;H60;24;69;16351007;22222030;5871023
Navajo-Churro;H60;24;18;26068027;27739247;1671220
Navajo-Churro;H31;2;54;48537833;51529698;2991865
Navajo-Churro;H31;2;21;73828642;74945550;1116908
Navajo-Churro;H31;2;15;113113775;114558942;1445167
Navajo-Churro;H31;2;15;229965518;230789586;824068
Navajo-Churro;H31;10;17;46714199;47513384;799185
Navajo-Churro;H31;10;20;49560674;50876668;1315994
Navajo-Churro;H31;10;22;57077569;58143024;1065455
Navajo-Churro;H37;2;16;2157185;2756505;599320
Navajo-Churro;H37;2;18;6740866;7490500;749634
Navajo-Churro;H37;2;64;43260410;46912545;3652135
Navajo-Churro;H37;2;21;73828642;74945550;1116908
Navajo-Churro;H37;2;15;113113775;114558942;1445167
Navajo-Churro;H37;2;23;132289224;133229013;939789
Navajo-Churro;H37;2;17;244212834;245030239;817405
Navajo-Churro;H37;10;144;54046513;63706057;9659544
Navajo-Churro;H43;2;17;148274554;149186801;912247
Navajo-Churro;H43;2;1119;160549720;226958743;66409023
Navajo-Churro;H43;10;15;40378968;41178516;799548
Navajo-Churro;H43;10;23;77276861;78520137;1243276
Navajo-Churro;H49;2;18;6587778;7413337;825559
Navajo-Churro;H49;2;18;63770877;64542824;771947
Navajo-Churro;H49;2;16;66608553;67488344;879791
Navajo-Churro;H49;2;16;108264568;108906253;641685
Navajo-Churro;H49;2;15;121734938;123048197;1313259
Navajo-Churro;H49;2;16;125030378;125571722;541344
Navajo-Churro;H49;2;98;210045166;216807667;6762501
Navajo-Churro;H49;2;17;244212834;245030239;817405
Navajo-Churro;H49;10;16;36165189;36883392;718203
Navajo-Churro;H49;10;26;43417893;44929212;1511319
Navajo-Churro;H49;10;55;51532474;54398140;2865666
Navajo-Churro;H49;24;77;7107585;12550566;5442981
Jacobs;H55;2;19;5039528;5986185;946657
Jacobs;H55;2;137;43184130;51529698;8345568
Jacobs;H55;2;16;53991275;54669270;677995
Jacobs;H55;2;20;65402955;66543498;1140543
Jacobs;H55;2;32;68216266;69880623;1664357
Jacobs;H55;2;34;72790181;74824143;2033962
Jacobs;H55;2;96;77293547;81785728;4492181
Jacobs;H55;2;73;92162531;96330247;4167716
Jacobs;H55;2;20;122060498;123528595;1468097
Jacobs;H55;2;65;139163515;142506224;3342709
Jacobs;H55;2;35;157010221;159278703;2268482
Jacobs;H55;2;130;165546958;172917684;7370726
Jacobs;H55;2;19;242462366;243302892;840526
Jacobs;H55;10;26;12019649;13605338;1585689
Jacobs;H55;10;39;14184398;16407508;2223110
Jacobs;H55;10;141;25943893;33603059;7659166
Jacobs;H55;10;34;36637311;39457465;2820154
Jacobs;H55;10;18;46618259;47487991;869732
Jacobs;H55;10;28;53666062;55377753;1711691
Jacobs;H55;10;25;57261965;59054630;1792665
Jacobs;H55;24;67;12722014;17307132;4585118
Jacobs;H55;24;36;17996334;20918106;2921772
Jacobs;H55;24;18;33397677;34176391;778714
Navajo-Churro;H1;2;36;71434200;73475221;2041021
Navajo-Churro;H1;2;67;77547185;80811295;3264110
Navajo-Churro;H1;2;69;84580673;88218618;3637945
Navajo-Churro;H1;2;16;148953266;149546970;593704
Navajo-Churro;H1;2;15;198495174;199110298;615124
Navajo-Churro;H1;2;36;202088645;203751286;1662641
Navajo-Churro;H1;10;36;49411181;51591083;2179902
Navajo-Churro;H1;10;41;80375552;82160471;1784919
Navajo-Churro;H1;24;18;26068027;27739247;1671220
Navajo-Churro;H9;2;81;9792510;13932966;4140456
Navajo-Churro;H9;2;1498;29912263;117934792;88022529
Navajo-Churro;H9;2;19;131793590;132550706;757116
Navajo-Churro;H9;2;124;151200968;158665480;7464512
Navajo-Churro;H9;2;229;178922457;192869029;13946572
Navajo-Churro;H9;2;110;236541718;243221593;6679875
Navajo-Churro;H9;10;16;30321628;30993691;672063
Navajo-Churro;H9;10;21;36847123;38751668;1904545
Navajo-Churro;H9;24;40;29652597;32390507;2737910
Jacobs;H17;2;109;158066;6092514;5934448
Jacobs;H17;2;20;15581003;16743751;1162748
Jacobs;H17;2;81;70802060;75644823;4842763
Jacobs;H17;2;26;90945684;92132718;1187034
Jacobs;H17;2;20;107171359;107911874;740515
Jacobs;H17;2;16;108309773;108954373;644600
Jacobs;H17;2;21;121796989;123494681;1697692
Jacobs;H17;2;462;126734704;152437856;25703152
Jacobs;H17;2;21;159437585;160694589;1257004
Jacobs;H17;2;133;164250208;171858694;7608486
Jacobs;H17;2;44;186410235;189054231;2643996
Jacobs;H17;2;31;204997139;206643029;1645890
Jacobs;H17;2;18;211611196;212749665;1138469
Jacobs;H17;2;29;230789586;232414241;1624655
Jacobs;H17;2;16;233988816;234947844;959028
Jacobs;H17;2;52;240967385;244212834;3245449
Jacobs;H17;10;49;21309973;23902878;2592905
Jacobs;H17;10;15;32773769;33603059;829290
Jacobs;H17;10;34;36637311;39457465;2820154
Jacobs;H17;10;17;46618259;47385192;766933
Jacobs;H17;10;19;50876668;51659456;782788
Jacobs;H17;10;23;52768972;54375509;1606537
Jacobs;H17;10;49;55944722;59143370;3198648
Jacobs;H17;10;17;67609179;68743197;1134018
Jacobs;H17;10;41;75314642;77276861;1962219
Jacobs;H17;10;50;82083004;84741018;2658014
Jacobs;H17;24;34;6265369;8224303;1958934
Jacobs;H17;24;31;17307132;19741398;2434266
Jacobs;H17;24;19;24776080;25961188;1185108
Jacobs;H17;24;23;28037384;29475441;1438057
Navajo-Churro;H2;2;31;45015658;46912545;1896887
Navajo-Churro;H2;2;439;60161996;84640849;24478853
Navajo-Churro;H2;2;18;103629915;104524885;894970
Navajo-Churro;H2;2;17;110228019;111172962;944943
Navajo-Churro;H2;2;20;113664053;115083516;1419463
Navajo-Churro;H2;2;99;220154626;225231192;5076566
Navajo-Churro;H2;2;74;230823473;235184763;4361290
Navajo-Churro;H2;2;18;235741975;236541718;799743
Navajo-Churro;H2;2;17;244212834;245030239;817405
Navajo-Churro;H2;10;107;73316053;78599973;5283920
Navajo-Churro;H2;24;18;32984246;33798780;814534
Navajo-Churro;H2;24;26;36962278;38459023;1496745
Navajo-Churro;H10;2;25;14359717;15424986;1065269
Navajo-Churro;H10;2;320;75848139;93890508;18042369
Navajo-Churro;H10;2;33;96439757;98682513;2242756
Navajo-Churro;H10;2;94;98817919;104016758;5198839
Navajo-Churro;H10;2;15;106521892;107171359;649467
Navajo-Churro;H10;2;17;108264568;108954373;689805
Navajo-Churro;H10;2;15;169129216;170000512;871296
Navajo-Churro;H10;2;17;199020889;199890020;869131
Navajo-Churro;H10;2;209;225312697;236562748;11250051
Navajo-Churro;H10;10;20;8564410;9608161;1043751
Navajo-Churro;H10;10;18;32465060;33582901;1117841
Navajo-Churro;H10;24;20;27739247;29155367;1416120
Navajo-Churro;H19;2;35;53837176;55493174;1655998
Navajo-Churro;H19;2;98;59972946;64886088;4913142
Navajo-Churro;H19;2;15;113113775;114558942;1445167
Navajo-Churro;H19;2;23;132289224;133229013;939789
Navajo-Churro;H19;2;17;147821995;148711192;889197
Navajo-Churro;H19;2;30;189470005;190978310;1508305
Navajo-Churro;H19;2;54;191910639;194853812;2943173
Navajo-Churro;H19;2;34;228977129;230789586;1812457
Navajo-Churro;H19;2;21;236027912;237315458;1287546
Navajo-Churro;H19;10;36;14237125;16338178;2101053
Navajo-Churro;H19;24;62;16351007;21554660;5203653
Navajo-Churro;H3;2;20;17073547;18001962;928415
Navajo-Churro;H3;2;15;54086367;54687816;601449
Navajo-Churro;H3;2;21;73828642;74945550;1116908
Navajo-Churro;H3;2;96;101388496;107325100;5936604
Navajo-Churro;H3;2;23;132289224;133229013;939789
Navajo-Churro;H3;2;65;158192547;162169519;3976972
Navajo-Churro;H3;2;19;204064678;205132747;1068069
Navajo-Churro;H3;10;27;31287916;32818994;1531078
Navajo-Churro;H3;10;26;62212986;64726524;2513538
Navajo-Churro;H3;10;15;74893559;75599218;705659
Navajo-Churro;H11;2;65;9266747;12558695;3291948
Navajo-Churro;H11;2;16;12636461;13571895;935434
Navajo-Churro;H11;2;41;85508894;87640092;2131198
Navajo-Churro;H11;2;16;184760567;185974821;1214254
Navajo-Churro;H11;2;30;189470005;190978310;1508305
Navajo-Churro;H11;10;24;36721436;38751668;2030232
Navajo-Churro;H11;10;15;40270353;40771431;501078
Navajo-Churro;H11;10;18;43417893;44519802;1101909
Navajo-Churro;H11;10;20;49560674;50876668;1315994
Navajo-Churro;H11;10;24;67307992;68743197;1435205
Navajo-Churro;H11;24;18;9658771;11366060;1707289
Navajo-Churro;H11;24;18;21836004;23312288;1476284
Navajo-Churro;H11;24;19;33313461;34113252;799791
Navajo-Churro;H11;24;15;34345815;35878194;1532379
Jacobs;H20;2;15;5940814;6740866;800052
Jacobs;H20;2;75;10782174;14827510;4045336
Jacobs;H20;2;31;38602691;40350901;1748210
Jacobs;H20;2;29;53415584;54744188;1328604
Jacobs;H20;2;74;58078003;61921092;3843089
Jacobs;H20;2;127;67597692;75042274;7444582
Jacobs;H20;2;104;75745623;80904183;5158560
Jacobs;H20;2;32;84640849;86380895;1740046
Jacobs;H20;2;22;91063757;92132718;1068961
Jacobs;H20;2;305;93217367;110875234;17657867
Jacobs;H20;2;71;110973427;117158936;6185509
Jacobs;H20;2;17;122060498;123432784;1372286
Jacobs;H20;2;35;133402369;135391568;1989199
Jacobs;H20;2;24;136745970;138081646;1335676
Jacobs;H20;2;15;165486783;166231789;745006
Jacobs;H20;2;115;180052852;187259707;7206855
Jacobs;H20;2;193;193176635;203989901;10813266
Jacobs;H20;2;50;216032030;220852308;4820278
Jacobs;H20;2;29;231170715;232688816;1518101
Jacobs;H20;2;27;247079021;248799264;1720243
Jacobs;H20;10;26;21584008;22955949;1371941
Jacobs;H20;10;141;25190096;32637918;7447822
Jacobs;H20;10;28;36883392;39457465;2574073
Jacobs;H20;10;16;52284660;53098812;814152
Jacobs;H20;10;52;67307992;70187303;2879311
Jacobs;H20;10;53;71426400;74592356;3165956
Jacobs;H20;10;47;74752408;77142109;2389701
Jacobs;H20;24;71;17996334;24060526;6064192
Jacobs;H20;24;17;24472703;25523363;1050660
Jacobs;H20;24;16;33780315;34666650;886335
Navajo-Churro;H4;2;25;14359717;15424986;1065269
Navajo-Churro;H4;2;18;88367759;89567061;1199302
Navajo-Churro;H4;2;15;110284541;111172962;888421
Navajo-Churro;H4;2;23;121607287;123362485;1755198
Navajo-Churro;H4;2;15;127390949;128292892;901943
Navajo-Churro;H4;2;16;178741258;179965972;1224714
Navajo-Churro;H4;10;20;8564410;9608161;1043751
Navajo-Churro;H4;24;20;27739247;29155367;1416120
Navajo-Churro;H12;2;80;25811615;31018254;5206639
Navajo-Churro;H12;2;308;67223689;84705740;17482051
Navajo-Churro;H12;2;419;95965733;122244312;26278579
Navajo-Churro;H12;2;82;123259113;127070041;3810928
Navajo-Churro;H12;2;30;189470005;190978310;1508305
Navajo-Churro;H12;2;54;191910639;194853812;2943173
Navajo-Churro;H12;10;15;32818994;33668510;849516
Navajo-Churro;H12;10;17;74728587;75599218;870631
Jacobs;H21;2;23;14914968;16096373;1181405
Jacobs;H21;2;16;18584559;19145768;561209
Jacobs;H21;2;18;39411236;40350901;939665
Jacobs;H21;2;33;42499181;44430836;1931655
Jacobs;H21;2;714;49169218;87916949;38747731
Jacobs;H21;2;29;91143985;92891269;1747284
Jacobs;H21;2;18;112551575;114279784;1728209
Jacobs;H21;2;21;121796989;123494681;1697692
Jacobs;H21;2;27;142863809;144457580;1593771
Jacobs;H21;2;21;155107453;156095039;987586
Jacobs;H21;2;15;158780390;159857007;1076617
Jacobs;H21;2;58;214020092;219694019;5673927
Jacobs;H21;2;18;220083076;221078667;995591
Jacobs;H21;2;50;226617529;229189424;2571895
Jacobs;H21;2;29;230789586;232414241;1624655
Jacobs;H21;2;48;233988816;236215993;2227177
Jacobs;H21;10;16;22768715;23642798;874083
Jacobs;H21;10;63;29947045;33296865;3349820
Jacobs;H21;10;33;33898953;35371668;1472715
Jacobs;H21;10;28;36883392;39457465;2574073
Jacobs;H21;10;19;40105937;40971187;865250
Jacobs;H21;10;17;46618259;47385192;766933
Jacobs;H21;10;17;50699349;51490237;790888
Jacobs;H21;10;82;55944722;60841810;4897088
Jacobs;H21;10;59;66779341;70187303;3407962
Jacobs;H21;10;182;71426400;81307769;9881369
Jacobs;H21;10;79;82225985;86415081;4189096
Jacobs;H21;24;22;7721963;8842899;1120936
Jacobs;H21;24;346;12065734;37808477;25742743
Jacobs;H13;2;184;39586061;51106073;11520012
Jacobs;H13;2;451;70802060;96566325;25764265
Jacobs;H13;2;444;100753683;127495017;26741334
Jacobs;H13;2;32;178456524;180818063;2361539
Jacobs;H13;2;48;211611196;215251657;3640461
Jacobs;H13;2;52;215844761;220852308;5007547
Jacobs;H13;2;28;229721318;231242200;1520882
Jacobs;H13;2;30;232260867;234119904;1859037
Jacobs;H13;2;15;235225978;235723972;497994
Jacobs;H13;10;35;1413129;3979769;2566640
Jacobs;H13;10;51;14736629;17481523;2744894
Jacobs;H13;10;264;29436435;45845544;16409109
Jacobs;H13;10;47;46618259;48804938;2186679
Jacobs;H13;10;18;53098812;54216568;1117756
Jacobs;H13;10;41;84297326;86415081;2117755
Jacobs;H13;24;68;16351007;21910840;5559833
Jacobs;H13;24;20;22329952;23828331;1498379
Jacobs;H22;2;64;1645676;4697573;3051897
Jacobs;H22;2;43;11728531;14016254;2287723
Jacobs;H22;2;16;14914968;15581003;666035
Jacobs;H22;2;16;23963448;24839164;875716
Jacobs;H22;2;110;25709378;32570209;6860831
Jacobs;H22;2;32;68216266;69880623;1664357
Jacobs;H22;2;30;79298450;80904183;1605733
Jacobs;H22;2;68;92213984;96209271;3995287
Jacobs;H22;2;74;101183181;105984105;4800924
Jacobs;H22;2;243;117115355;130206119;13090764
Jacobs;H22;2;19;130606432;131649580;1043148
Jacobs;H22;2;29;149539226;151148561;1609335
Jacobs;H22;2;25;176369323;178045098;1675775
Jacobs;H22;2;17;178676541;179939993;1263452
Jacobs;H22;2;76;180052852;184673171;4620319
Jacobs;H22;2;48;196397256;198928938;2531682
Jacobs;H22;2;15;199020889;199777656;756767
Jacobs;H22;2;70;211611196;217457102;5845906
Jacobs;H22;2;54;222606287;225193189;2586902
Jacobs;H22;2;29;231170715;232688816;1518101
Jacobs;H22;10;16;30072709;30849548;776839
Jacobs;H22;10;28;36883392;39457465;2574073
Jacobs;H22;10;29;42731359;45083665;2352306
Jacobs;H22;24;76;12722014;17996334;5274320
Jacobs;H22;24;76;36076909;42027686;5950777
Navajo-Churro;H6;2;48;64622544;67387676;2765132
Navajo-Churro;H6;2;17;80304321;80942245;637924
Navajo-Churro;H6;2;15;105984105;106716452;732347
Navajo-Churro;H6;2;59;117795421;121231306;3435885
Navajo-Churro;H6;2;21;241839716;243050370;1210654
Navajo-Churro;H6;10;20;23604001;24527613;923612
Navajo-Churro;H6;10;73;25827394;29806294;3978900
Navajo-Churro;H6;10;18;39026371;40071898;1045527
Navajo-Churro;H14;2;196;3603417;14159758;10556341
Navajo-Churro;H14;2;15;55995982;56751008;755026
Navajo-Churro;H14;2;19;107258684;107922518;663834
Navajo-Churro;H14;2;22;129537914;130831021;1293107
Navajo-Churro;H14;2;35;136336816;138159566;1822750
Navajo-Churro;H14;2;17;165941483;167111471;1169988
Navajo-Churro;H14;2;19;175418941;176765339;1346398
Navajo-Churro;H14;2;18;190937309;191673164;735855
Navajo-Churro;H14;2;21;193596846;194928608;1331762
Navajo-Churro;H14;10;21;29502667;30490110;987443
Navajo-Churro;H14;10;18;32465060;33582901;1117841
Navajo-Churro;H14;10;20;35885222;36883392;998170
Navajo-Churro;H14;10;26;43417893;44929212;1511319
Navajo-Churro;H14;10;144;54046513;63706057;9659544
Navajo-Churro;H14;24;21;21836004;23509895;1673891
Jacobs;H7;2;47;16416165;18878677;2462512
Jacobs;H7;2;31;18910726;20422624;1511898
Jacobs;H7;2;99;20514245;25709378;5195133
Jacobs;H7;2;60;30638836;33959555;3320719
Jacobs;H7;2;35;39411236;41597285;2186049
Jacobs;H7;2;29;53415584;54744188;1328604
Jacobs;H7;2;74;58078003;61921092;3843089
Jacobs;H7;2;127;67597692;75042274;7444582
Jacobs;H7;2;138;75745623;82706925;6961302
Jacobs;H7;2;38;84069275;86380895;2311620
Jacobs;H7;2;44;91063757;93513090;2449333
Jacobs;H7;2;164;117702396;126734704;9032308
Jacobs;H7;2;22;133402369;134770618;1368249
Jacobs;H7;2;97;134809036;140273577;5464541
Jacobs;H7;2;61;141007423;144457580;3450157
Jacobs;H7;2;89;199432096;203989901;4557805
Jacobs;H7;2;33;205305554;207231826;1926272
Jacobs;H7;2;26;216032030;219015064;2983034
Jacobs;H7;10;16;2277631;2953668;676037
Jacobs;H7;10;26;21584008;22955949;1371941
Jacobs;H7;10;103;25190096;30618253;5428157
Jacobs;H7;10;36;36847123;39942731;3095608
Jacobs;H7;10;16;52284660;53098812;814152
Jacobs;H7;10;53;71426400;74592356;3165956
Jacobs;H7;10;47;74752408;77142109;2389701
Jacobs;H7;24;29;11127323;13558686;2431363
Jacobs;H7;24;56;16351007;20918106;4567099
Jacobs;H7;24;17;40336394;42027686;1691292
Navajo-Churro;H15;2;189;14272947;24005033;9732086
Navajo-Churro;H15;2;15;53797807;54365821;568014
Navajo-Churro;H15;2;172;56413369;64886088;8472719
Navajo-Churro;H15;2;483;92162531;122244312;30081781
Navajo-Churro;H15;2;372;123259113;142902297;19643184
Navajo-Churro;H15;2;19;144500078;145444039;943961
